"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"49854","MANISTIQUE, MI",,"G",1645,"G",11726,"G",46160,182,"MANISTIQUE","MI","SCHOOLCRAFT"
"49855","MARQUETTE, MI",,"G",14389,"G",115602,"G",507337,1072,"MARQUETTE","MI","MARQUETTE"
"49858","MENOMINEE, MI",,"G",3758,"G",28415,"G",116038,292,"MENOMINEE","MI","MENOMINEE"
"49861","MICHIGAMME, MI",,"G",15,"G",44,"G",296,11,"MICHIGAMME","MI","MARQUETTE"
"49862","MUNISING, MI",,"H",1287,"H",11076,"H",49415,144,"MUNISING","MI","ALGER"
"49863","NADEAU, MI",,"G",9,"G",51,"G",221,3,"NADEAU","MI","MENOMINEE"
"49864","NAHMA, MI",,"G",61,"G",239,"G",1137,4,"NAHMA","MI","DELTA"
"49866","NEGAUNEE, MI",,"G",1266,"G",8172,"G",35152,149,"NEGAUNEE","MI","MARQUETTE"
"49868","NEWBERRY, MI",,"G",1343,"G",10021,"G",44073,146,"NEWBERRY","MI","LUCE"
"49870","NORWAY, MI",,"G",812,"H",4935,"G",20400,94,"NORWAY","MI","DICKINSON"
"49871","PALMER, MI","F","D",0,"D",0,"D",0,6,"PALMER","MI","MARQUETTE"
"49872","PERKINS, MI","B","D",0,"D",0,"D",0,4,"PERKINS","MI","DELTA"
"49873","PERRONVILLE, MI",,"G",3,"G",3,"G",16,3,"PERRONVILLE","MI","MENOMINEE"
"49874","POWERS, MI",,"G",148,"G",1009,"G",4135,21,"POWERS","MI","MENOMINEE"
"49876","QUINNESEC, MI",,"G",647,"G",9869,"G",37788,28,"QUINNESEC","MI","DICKINSON"
"49877","RALPH, MI","A","D",0,"D",0,"D",0,2,"RALPH","MI","DICKINSON"
"49878","RAPID RIVER, MI",,"G",256,"G",1567,"G",6444,64,"RAPID RIVER","MI","DELTA"
"49879","REPUBLIC, MI",,"H",28,"G",161,"G",746,13,"REPUBLIC","MI","MARQUETTE"
"49880","ROCK, MI",,"G",82,"G",595,"G",2695,18,"ROCK","MI","DELTA"
"49881","SAGOLA, MI",,"H",280,"S",0,"H",12515,13,"SAGOLA","MI","DICKINSON"
"49883","SENEY, MI",,"G",21,"G",62,"G",322,7,"SENEY","MI","SCHOOLCRAFT"
"49884","SHINGLETON, MI",,"G",24,"G",88,"G",354,8,"SHINGLETON","MI","ALGER"
"49885","SKANDIA, MI",,"G",57,"G",191,"H",1742,21,"SKANDIA","MI","MARQUETTE"
"49886","SPALDING, MI",,"G",101,"G",779,"G",2964,13,"SPALDING","MI","MENOMINEE"
"49887","STEPHENSON, MI",,"G",338,"G",1905,"G",7741,49,"STEPHENSON","MI","MENOMINEE"
"49891","TRENARY, MI",,"H",69,"G",174,"G",848,14,"TRENARY","MI","ALGER"
"49892","VULCAN, MI",,"H",87,"H",389,"H",1615,26,"VULCAN","MI","DICKINSON"
"49893","WALLACE, MI",,"G",125,"G",981,"G",5480,15,"WALLACE","MI","MENOMINEE"
"49894","WELLS, MI","C","S",0,"H",434,"H",1824,14,"WELLS","MI","DELTA"
"49895","WETMORE, MI",,"G",121,"G",696,"G",3434,22,"WETMORE","MI","ALGER"
"49896","WILSON, MI",,"H",24,"H",203,"H",1146,15,"WILSON","MI","MENOMINEE"
"49901","AHMEEK, MI","A","D",0,"D",0,"D",0,6,"AHMEEK","MI","KEWEENAW"
"49902","ALPHA, MI","A","D",0,"D",0,"D",0,3,"ALPHA","MI","IRON"
"49903","AMASA, MI","C","D",0,"D",0,"D",0,8,"AMASA","MI","IRON"
"49905","ATLANTIC MINE, MI","C","S",0,"H",432,"G",1861,27,"ATLANTIC MINE","MI","HOUGHTON"
"49908","BARAGA, MI",,"G",579,"G",4241,"G",17624,56,"BARAGA","MI","BARAGA"
"49910","BERGLAND, MI",,"G",52,"H",208,"G",634,12,"BERGLAND","MI","ONTONAGON"
"49911","BESSEMER, MI",,"G",649,"G",3786,"G",15048,61,"BESSEMER","MI","GOGEBIC"
"49912","BRUCE CROSSING, MI",,"G",175,"G",816,"G",3479,20,"BRUCE CROSSING","MI","ONTONAGON"
"49913","CALUMET, MI",,"G",1834,"G",12214,"G",53075,201,"CALUMET","MI","HOUGHTON"
"49915","CASPIAN, MI",,"G",108,"G",1060,"G",3252,18,"CASPIAN","MI","IRON"
"49916","CHASSELL, MI",,"G",158,"G",702,"G",3868,41,"CHASSELL","MI","HOUGHTON"
"49917","COPPER CITY, MI","A","S",0,"S",0,"H",170,3,"COPPER CITY","MI","HOUGHTON"
"49918","COPPER HARBOR, MI",,"G",37,"G",108,"G",1459,21,"COPPER HARBOR","MI","KEWEENAW"
"49919","COVINGTON, MI",,"G",27,"H",111,"G",486,8,"COVINGTON","MI","BARAGA"
"49920","CRYSTAL FALLS, MI",,"G",423,"G",2736,"G",12639,116,"CRYSTAL FALLS","MI","IRON"
"49921","DODGEVILLE, MI","A","D",0,"D",0,"D",0,4,"DODGEVILLE","MI","HOUGHTON"
"49922","DOLLAR BAY, MI","C","D",0,"D",0,"D",0,21,"DOLLAR BAY","MI","HOUGHTON"
"49925","EWEN, MI",,"G",131,"G",766,"G",3456,24,"EWEN","MI","ONTONAGON"
"49927","GAASTRA, MI",,"G",28,"G",147,"G",896,8,"GAASTRA","MI","IRON"
"49929","GREENLAND, MI","A","S",0,"H",99,"H",471,6,"GREENLAND","MI","ONTONAGON"
"49930","HANCOCK, MI",,"H",2505,"H",19634,"H",79543,194,"HANCOCK","MI","HOUGHTON"
"49931","HOUGHTON, MI",,"G",3354,"G",19651,"G",83971,308,"HOUGHTON","MI","HOUGHTON"
"49934","HUBBELL, MI",,"G",88,"G",725,"G",2533,8,"HUBBELL","MI","HOUGHTON"
"49935","IRON RIVER, MI",,"G",1678,"G",11953,"G",52138,207,"IRON RIVER","MI","IRON"
"49938","IRONWOOD, MI",,"G",2790,"G",17848,"G",73955,260,"IRONWOOD","MI","GOGEBIC"
"49945","LAKE LINDEN, MI",,"G",221,"G",925,"G",4052,48,"LAKE LINDEN","MI","HOUGHTON"
"49946","LANSE, MI",,"G",1095,"G",8120,"G",31924,114,"LANSE","MI","BARAGA"
"49947","MARENISCO, MI",,"G",49,"G",250,"G",774,13,"MARENISCO","MI","GOGEBIC"
"49948","MASS CITY, MI",,"G",28,"G",101,"G",686,15,"MASS CITY","MI","ONTONAGON"
"49950","MOHAWK, MI",,"G",96,"G",388,"G",1774,26,"MOHAWK","MI","KEWEENAW"
"49952","NISULA, MI","A","D",0,"D",0,"D",0,1,"NISULA","MI","HOUGHTON"
"49953","ONTONAGON, MI",,"G",556,"G",3441,"G",15148,83,"ONTONAGON","MI","ONTONAGON"
"49955","PAINESDALE, MI","A","D",0,"D",0,"D",0,3,"PAINESDALE","MI","HOUGHTON"
"49958","PELKIE, MI",,"G",65,"G",519,"G",2122,18,"PELKIE","MI","HOUGHTON"
"49959","RAMSAY, MI","A","D",0,"D",0,"D",0,1,"RAMSAY","MI","GOGEBIC"
"49960","ROCKLAND, MI","A","D",0,"D",0,"D",0,1,"ROCKLAND","MI","ONTONAGON"
"49962","SKANEE, MI",,"G",5,"S",0,"G",55,3,"SKANEE","MI","BARAGA"
"49963","SOUTH RANGE, MI",,"H",134,"H",769,"H",3684,18,"SOUTH RANGE","MI","HOUGHTON"
"49964","STAMBAUGH, MI","A","D",0,"D",0,"D",0,3,"STAMBAUGH","MI","IRON"
"49965","TOIVOLA, MI","B","D",0,"D",0,"D",0,8,"TOIVOLA","MI","HOUGHTON"
"49967","TROUT CREEK, MI",,"G",22,"G",103,"G",399,7,"TROUT CREEK","MI","ONTONAGON"
"49968","WAKEFIELD, MI",,"G",476,"H",3084,"H",11594,54,"WAKEFIELD","MI","GOGEBIC"
"49969","WATERSMEET, MI","E","D",0,"D",0,"D",0,22,"WATERSMEET","MI","GOGEBIC"
"49970","WATTON, MI","A","S",0,"G",84,"G",332,4,"WATTON","MI","BARAGA"
"49971","WHITE PINE, MI",,"G",123,"G",678,"G",3000,13,"WHITE PINE","MI","ONTONAGON"
"50001","ACKWORTH, IA",,"G",38,"G",85,"G",1451,11,"ACKWORTH","IA","WARREN"
"50002","ADAIR, IA",,"G",400,"G",2906,"G",14140,46,"ADAIR","IA","ADAIR"
"50003","ADEL, IA",,"G",1389,"G",9873,"G",43928,218,"ADEL","IA","DALLAS"
"50005","ALBION, IA","B","D",0,"D",0,"D",0,9,"ALBION","IA","MARSHALL"
"50006","ALDEN, IA",,"G",329,"G",2932,"G",13364,47,"ALDEN","IA","HARDIN"
"50007","ALLEMAN, IA",,"H",27,"H",190,"H",874,7,"ALLEMAN","IA","POLK"
"50008","ALLERTON, IA",,"G",86,"G",904,"G",3684,10,"ALLERTON","IA","WAYNE"
"50009","ALTOONA, IA",,"G",6968,"G",46223,"G",198607,322,"ALTOONA","IA","POLK"
"50010","AMES, IA",,"G",20916,"G",192821,"G",783407,1100,"AMES","IA","STORY"
"50011","AMES, IA","E","D",0,"D",0,"D",0,9,"AMES","IA","STORY"
"50012","AMES, IA","A","D",0,"D",0,"D",0,2,"AMES","IA","STORY"
"50014","AMES, IA",,"G",3156,"G",16249,"G",70016,322,"AMES","IA","STORY"
"50020","ANITA, IA",,"G",252,"G",1306,"G",5258,36,"ANITA","IA","CASS"
"50021","ANKENY, IA",,"G",15781,"G",159136,"G",653868,705,"ANKENY","IA","POLK"
"50022","ATLANTIC, IA",,"G",3978,"G",27702,"G",118415,342,"ATLANTIC","IA","CASS"
"50023","ANKENY, IA",,"G",2981,"G",22508,"G",100315,384,"ANKENY","IA","POLK"
"50025","AUDUBON, IA",,"G",956,"G",6589,"G",29612,126,"AUDUBON","IA","AUDUBON"
"50026","BAGLEY, IA","A","S",0,"H",118,"H",489,9,"BAGLEY","IA","GUTHRIE"
"50027","BARNES CITY, IA",,"H",25,"H",112,"G",704,7,"BARNES CITY","IA","MAHASKA"
"50028","BAXTER, IA",,"G",247,"G",1940,"G",7779,26,"BAXTER","IA","JASPER"
"50029","BAYARD, IA","B","S",0,"S",0,"H",2163,14,"BAYARD","IA","GUTHRIE"
"50031","BEAVER, IA","A","D",0,"D",0,"D",0,2,"BEAVER","IA","BOONE"
"50032","BERWICK, IA","A","D",0,"D",0,"D",0,1,"BERWICK","IA","POLK"
"50033","BEVINGTON, IA",,"H",66,"S",0,"H",1588,5,"BEVINGTON","IA","MADISON"
"50034","BLAIRSBURG, IA",,"G",71,"G",842,"G",3360,14,"BLAIRSBURG","IA","HAMILTON"
"50035","BONDURANT, IA",,"G",391,"G",2757,"G",12699,75,"BONDURANT","IA","POLK"
"50036","BOONE, IA",,"G",4922,"G",40278,"G",164075,383,"BOONE","IA","BOONE"
"50037","BOONE, IA","A","D",0,"D",0,"D",0,1,"BOONE","IA","BOONE"
"50038","BOONEVILLE, IA",,"G",125,"G",672,"G",3064,5,"BOONEVILLE","IA","DALLAS"
"50039","BOUTON, IA",,"G",10,"G",78,"G",430,7,"BOUTON","IA","DALLAS"
"50040","BOXHOLM, IA",,"G",17,"G",87,"G",508,4,"BOXHOLM","IA","BOONE"
"50041","BRADFORD, IA",,"H",38,"H",348,"H",1876,7,"BRADFORD","IA","FRANKLIN"
"50042","BRAYTON, IA","A","S",0,"G",33,"G",215,5,"BRAYTON","IA","AUDUBON"
"50043","BUCKEYE, IA","B","D",0,"D",0,"D",0,2,"BUCKEYE","IA","HARDIN"
"50044","BUSSEY, IA",,"G",91,"G",627,"G",2994,20,"BUSSEY","IA","MARION"
"50046","CAMBRIDGE, IA",,"H",72,"G",496,"G",2614,19,"CAMBRIDGE","IA","STORY"
"50047","CARLISLE, IA",,"G",767,"H",6885,"H",31073,95,"CARLISLE","IA","WARREN"
"50048","CASEY, IA",,"G",93,"G",486,"G",3655,16,"CASEY","IA","GUTHRIE"
"50049","CHARITON, IA",,"H",2646,"H",21517,"H",92807,152,"CHARITON","IA","LUCAS"
"50050","CHURDAN, IA",,"G",72,"G",347,"H",1551,11,"CHURDAN","IA","GREENE"
"50051","CLEMONS, IA","A","D",0,"D",0,"D",0,1,"CLEMONS","IA","MARSHALL"
"50052","CLIO, IA","A","S",0,"S",0,"G",316,4,"CLIO","IA","WAYNE"
"50054","COLFAX, IA",,"G",352,"G",1774,"G",7709,61,"COLFAX","IA","JASPER"
"50055","COLLINS, IA",,"G",26,"G",157,"G",825,11,"COLLINS","IA","STORY"
"50056","COLO, IA",,"G",95,"G",391,"G",2515,23,"COLO","IA","STORY"
"50057","COLUMBIA, IA","B","D",0,"D",0,"D",0,6,"COLUMBIA","IA","MARION"
"50058","COON RAPIDS, IA",,"G",451,"G",3315,"G",14383,62,"COON RAPIDS","IA","CARROLL"
"50059","COOPER, IA","A","D",0,"D",0,"D",0,1,"COOPER","IA","GREENE"
"50060","CORYDON, IA",,"G",1001,"G",8273,"H",31973,76,"CORYDON","IA","WAYNE"
"50061","CUMMING, IA","C","D",0,"D",0,"D",0,32,"CUMMING","IA","WARREN"
"50062","MELCHER DALLAS, IA",,"G",9,"G",35,"G",162,5,"MELCHER DALLAS","IA","MARION"
"50063","DALLAS CENTER, IA",,"G",472,"H",4381,"G",16531,61,"DALLAS CENTER","IA","DALLAS"
"50064","DANA, IA","A","D",0,"D",0,"D",0,3,"DANA","IA","GREENE"
"50065","DAVIS CITY, IA","A","D",0,"D",0,"D",0,2,"DAVIS CITY","IA","DECATUR"
"50066","DAWSON, IA",,"G",3,"G",24,"G",213,3,"DAWSON","IA","DALLAS"
"50067","DECATUR, IA","A","S",0,"G",76,"H",538,4,"DECATUR","IA","DECATUR"
"50068","DERBY, IA",,"G",4,"G",6,"G",90,4,"DERBY","IA","LUCAS"
"50069","DE SOTO, IA",,"G",100,"G",591,"G",2839,20,"DE SOTO","IA","DALLAS"
"50070","DEXTER, IA",,"G",105,"G",494,"G",3271,25,"DEXTER","IA","DALLAS"
"50071","DOWS, IA","C","D",0,"D",0,"D",0,26,"DOWS","IA","WRIGHT"
"50072","EARLHAM, IA",,"H",441,"H",2940,"H",13966,54,"EARLHAM","IA","MADISON"
"50073","ELKHART, IA",,"H",100,"G",938,"G",3301,16,"ELKHART","IA","POLK"
"50074","ELLSTON, IA",,"G",5,"G",14,"G",137,5,"ELLSTON","IA","RINGGOLD"
"50075","ELLSWORTH, IA",,"G",128,"G",1206,"G",5455,16,"ELLSWORTH","IA","HAMILTON"
"50076","EXIRA, IA",,"G",142,"G",717,"G",3336,29,"EXIRA","IA","AUDUBON"
"50078","FERGUSON, IA","A","D",0,"D",0,"D",0,1,"FERGUSON","IA","MARSHALL"
"50101","GALT, IA","A","D",0,"D",0,"D",0,1,"GALT","IA","WRIGHT"
"50102","GARDEN CITY, IA","A","D",0,"D",0,"D",0,3,"GARDEN CITY","IA","HARDIN"
"50103","GARDEN GROVE, IA","A","D",0,"D",0,"D",0,3,"GARDEN GROVE","IA","DECATUR"
"50104","GIBSON, IA","B","S",0,"S",0,"H",1325,6,"GIBSON","IA","KEOKUK"
"50105","GILBERT, IA",,"G",117,"G",816,"G",3594,20,"GILBERT","IA","STORY"
"50106","GILMAN, IA",,"H",80,"G",541,"G",3202,20,"GILMAN","IA","MARSHALL"
"50107","GRAND JUNCTION, IA",,"G",137,"G",2019,"G",6810,16,"GRAND JUNCTION","IA","GREENE"
"50108","GRAND RIVER, IA","A","D",0,"D",0,"D",0,4,"GRAND RIVER","IA","DECATUR"
"50109","GRANGER, IA","F","D",0,"D",0,"D",0,54,"GRANGER","IA","DALLAS"
"50110","GRAY, IA","A","D",0,"D",0,"D",0,1,"GRAY","IA","AUDUBON"
"50111","GRIMES, IA",,"G",4196,"G",38935,"G",182645,298,"GRIMES","IA","POLK"
"50112","GRINNELL, IA",,"G",6999,"G",50474,"G",212901,346,"GRINNELL","IA","POWESHIEK"
"50115","GUTHRIE CENTER, IA",,"H",735,"H",5728,"H",21959,94,"GUTHRIE CENTER","IA","GUTHRIE"
"50116","HAMILTON, IA","A","D",0,"D",0,"D",0,1,"HAMILTON","IA","MARION"
"50117","HAMLIN, IA",,"G",27,"G",111,"G",535,5,"HAMLIN","IA","AUDUBON"
"50118","HARTFORD, IA",,"G",45,"G",898,"G",2789,6,"HARTFORD","IA","WARREN"
"50119","HARVEY, IA",,"G",36,"G",288,"G",1447,6,"HARVEY","IA","MARION"
"50120","HAVERHILL, IA","A","D",0,"D",0,"D",0,2,"HAVERHILL","IA","MARSHALL"
"50122","HUBBARD, IA",,"G",331,"G",2374,"G",10655,32,"HUBBARD","IA","HARDIN"
"50123","HUMESTON, IA",,"G",155,"H",600,"H",2654,25,"HUMESTON","IA","WAYNE"
"50124","HUXLEY, IA",,"G",622,"G",5041,"G",21151,79,"HUXLEY","IA","STORY"
"50125","INDIANOLA, IA",,"H",5434,"G",31055,"G",137641,413,"INDIANOLA","IA","WARREN"
"50126","IOWA FALLS, IA",,"H",2894,"H",21550,"H",91243,262,"IOWA FALLS","IA","HARDIN"
"50128","JAMAICA, IA",,"G",21,"G",115,"G",564,4,"JAMAICA","IA","GUTHRIE"
"50129","JEFFERSON, IA",,"G",1977,"H",13524,"H",55388,186,"JEFFERSON","IA","GREENE"
"50130","JEWELL, IA",,"H",205,"H",1577,"H",6907,40,"JEWELL","IA","HAMILTON"
"50131","JOHNSTON, IA",,"G",10071,"G",167959,"H",575086,519,"JOHNSTON","IA","POLK"
"50132","KAMRAR, IA",,"G",32,"G",89,"G",409,6,"KAMRAR","IA","HAMILTON"
"50133","KELLERTON, IA",,"G",24,"G",121,"G",568,12,"KELLERTON","IA","RINGGOLD"
"50134","KELLEY, IA",,"G",41,"G",239,"G",1076,13,"KELLEY","IA","STORY"
"50135","KELLOGG, IA",,"H",76,"G",413,"H",2035,23,"KELLOGG","IA","JASPER"
"50136","KESWICK, IA",,"G",50,"G",441,"G",1797,11,"KESWICK","IA","KEOKUK"
"50137","KILLDUFF, IA","A","D",0,"D",0,"D",0,1,"KILLDUFF","IA","JASPER"
"50138","KNOXVILLE, IA",,"G",3156,"G",26418,"G",109387,254,"KNOXVILLE","IA","MARION"
"50139","LACONA, IA","B","D",0,"D",0,"D",0,14,"LACONA","IA","WARREN"
"50140","LAMONI, IA",,"G",1275,"G",6013,"G",24603,60,"LAMONI","IA","DECATUR"
"50141","LAUREL, IA","A","S",0,"G",19,"G",109,4,"LAUREL","IA","MARSHALL"
"50142","LE GRAND, IA",,"H",55,"G",282,"G",1109,15,"LE GRAND","IA","MARSHALL"
"50143","LEIGHTON, IA","B","S",0,"G",450,"H",2497,15,"LEIGHTON","IA","MAHASKA"
"50144","LEON, IA",,"G",510,"G",3330,"G",13842,68,"LEON","IA","DECATUR"
"50146","LINDEN, IA",,"G",5,"G",19,"G",135,5,"LINDEN","IA","DALLAS"
"50147","LINEVILLE, IA",,"G",22,"G",175,"G",721,7,"LINEVILLE","IA","WAYNE"
"50148","LISCOMB, IA","A","S",0,"S",0,"H",218,6,"LISCOMB","IA","MARSHALL"
"50149","LORIMOR, IA","A","S",0,"G",63,"G",478,8,"LORIMOR","IA","UNION"
"50150","LOVILIA, IA",,"G",39,"G",117,"G",445,8,"LOVILIA","IA","MONROE"
"50151","LUCAS, IA",,"G",45,"G",428,"G",1814,9,"LUCAS","IA","LUCAS"
"50152","LUTHER, IA","A","D",0,"D",0,"D",0,1,"LUTHER","IA","BOONE"
"50153","LYNNVILLE, IA",,"G",118,"G",891,"G",4144,16,"LYNNVILLE","IA","JASPER"
"50154","MC CALLSBURG, IA","B","D",0,"D",0,"D",0,8,"MC CALLSBURG","IA","STORY"
"50155","MACKSBURG, IA","A","D",0,"D",0,"D",0,2,"MACKSBURG","IA","MADISON"
"50156","MADRID, IA",,"G",482,"G",2836,"G",13052,68,"MADRID","IA","BOONE"
"50157","MALCOM, IA",,"G",139,"G",2005,"G",5167,9,"MALCOM","IA","POWESHIEK"
"50158","MARSHALLTOWN, IA",,"H",13907,"H",126339,"H",528569,703,"MARSHALLTOWN","IA","MARSHALL"
"50160","MARTENSDALE, IA",,"G",53,"G",257,"G",978,8,"MARTENSDALE","IA","WARREN"
"50161","MAXWELL, IA",,"G",94,"G",812,"G",4435,31,"MAXWELL","IA","STORY"
"50162","MELBOURNE, IA",,"G",65,"G",425,"G",2055,17,"MELBOURNE","IA","MARSHALL"
"50163","MELCHER DALLAS, IA",,"H",79,"G",216,"G",976,11,"MELCHER DALLAS","IA","MARION"
"50164","MENLO, IA","B","D",0,"D",0,"D",0,14,"MENLO","IA","GUTHRIE"
"50165","MILLERTON, IA","A","D",0,"D",0,"D",0,2,"MILLERTON","IA","WAYNE"
"50166","MILO, IA",,"G",83,"G",447,"G",1969,23,"MILO","IA","WARREN"
"50167","MINBURN, IA",,"G",52,"G",390,"G",1502,11,"MINBURN","IA","DALLAS"
"50168","MINGO, IA",,"G",52,"H",660,"H",3745,16,"MINGO","IA","JASPER"
"50169","MITCHELLVILLE, IA",,"G",257,"G",1963,"G",8120,33,"MITCHELLVILLE","IA","POLK"
"50170","MONROE, IA",,"G",262,"G",1668,"G",6855,44,"MONROE","IA","JASPER"
"50171","MONTEZUMA, IA",,"G",1118,"G",12178,"G",44036,99,"MONTEZUMA","IA","POWESHIEK"
"50173","MONTOUR, IA",,"G",66,"G",271,"G",996,7,"MONTOUR","IA","TAMA"
"50174","MURRAY, IA",,"G",31,"H",168,"H",763,12,"MURRAY","IA","CLARKE"
"50201","NEVADA, IA",,"G",2420,"G",23671,"G",95219,216,"NEVADA","IA","STORY"
"50206","NEW PROVIDENCE, IA",,"H",88,"H",541,"H",2221,9,"NEW PROVIDENCE","IA","HARDIN"
"50207","NEW SHARON, IA",,"G",378,"G",2721,"G",12605,55,"NEW SHARON","IA","MAHASKA"
"50208","NEWTON, IA",,"G",6580,"G",43813,"G",191150,451,"NEWTON","IA","JASPER"
"50210","NEW VIRGINIA, IA",,"G",90,"G",553,"G",2439,18,"NEW VIRGINIA","IA","WARREN"
"50211","NORWALK, IA",,"G",1166,"G",8021,"G",36910,146,"NORWALK","IA","WARREN"
"50212","OGDEN, IA",,"G",316,"G",1880,"G",8378,56,"OGDEN","IA","BOONE"
"50213","OSCEOLA, IA",,"G",3188,"G",20651,"G",86200,175,"OSCEOLA","IA","CLARKE"
"50214","OTLEY, IA","B","S",0,"H",663,"H",1692,13,"OTLEY","IA","MARION"
"50216","PANORA, IA",,"G",712,"G",5903,"G",31753,98,"PANORA","IA","GUTHRIE"
"50217","PATON, IA","C","D",0,"D",0,"D",0,8,"PATON","IA","GREENE"
"50218","PATTERSON, IA",,"G",5,"G",38,"G",131,3,"PATTERSON","IA","MADISON"
"50219","PELLA, IA","J","D",0,"D",0,"D",0,479,"PELLA","IA","MARION"
"50220","PERRY, IA",,"G",3186,"G",25369,"G",102612,206,"PERRY","IA","DALLAS"
"50222","PERU, IA",,"G",34,"G",291,"G",1251,7,"PERU","IA","MADISON"
"50223","PILOT MOUND, IA",,"G",23,"G",91,"G",345,7,"PILOT MOUND","IA","BOONE"
"50225","PLEASANTVILLE, IA",,"G",311,"G",1548,"G",6803,37,"PLEASANTVILLE","IA","MARION"
"50226","POLK CITY, IA",,"G",457,"G",2788,"H",12739,86,"POLK CITY","IA","POLK"
"50228","PRAIRIE CITY, IA",,"G",237,"G",1366,"G",6366,38,"PRAIRIE CITY","IA","JASPER"
"50229","PROLE, IA",,"H",27,"H",236,"H",1225,10,"PROLE","IA","WARREN"
"50230","RADCLIFFE, IA",,"G",80,"H",669,"G",3162,18,"RADCLIFFE","IA","HARDIN"
"50231","RANDALL, IA",,"H",40,"G",220,"G",1904,6,"RANDALL","IA","HAMILTON"
"50232","REASNOR, IA","A","D",0,"D",0,"D",0,2,"REASNOR","IA","JASPER"
"50233","REDFIELD, IA",,"G",124,"G",1044,"G",4954,20,"REDFIELD","IA","DALLAS"
"50234","RHODES, IA","A","D",0,"D",0,"D",0,3,"RHODES","IA","MARSHALL"
"50235","RIPPEY, IA",,"G",32,"G",167,"G",844,8,"RIPPEY","IA","GREENE"
"50236","ROLAND, IA","C","D",0,"D",0,"D",0,27,"ROLAND","IA","STORY"
"50237","RUNNELLS, IA",,"H",101,"G",546,"G",3170,38,"RUNNELLS","IA","POLK"
"50238","RUSSELL, IA",,"G",50,"G",273,"G",806,14,"RUSSELL","IA","LUCAS"
"50239","SAINT ANTHONY, IA","A","D",0,"D",0,"D",0,3,"SAINT ANTHONY","IA","MARSHALL"
"50240","SAINT CHARLES, IA",,"G",137,"G",762,"G",3268,26,"SAINT CHARLES","IA","MADISON"
"50241","SAINT MARYS, IA",,"G",6,"G",46,"G",215,4,"SAINT MARYS","IA","WARREN"
"50242","SEARSBORO, IA",,"G",12,"G",72,"G",290,4,"SEARSBORO","IA","POWESHIEK"
"50243","SHELDAHL, IA","A","D",0,"D",0,"D",0,2,"SHELDAHL","IA","POLK"
"50244","SLATER, IA",,"G",485,"G",5085,"G",23379,40,"SLATER","IA","STORY"
"50246","STANHOPE, IA","B","S",0,"G",254,"G",1083,10,"STANHOPE","IA","HAMILTON"
"50247","STATE CENTER, IA",,"G",210,"G",1316,"G",5731,33,"STATE CENTER","IA","MARSHALL"
"50248","STORY CITY, IA",,"G",1572,"G",12960,"G",55823,144,"STORY CITY","IA","STORY"
"50249","STRATFORD, IA",,"G",142,"G",768,"G",3960,27,"STRATFORD","IA","HAMILTON"
"50250","STUART, IA",,"H",630,"H",3019,"H",12477,67,"STUART","IA","GUTHRIE"
"50251","SULLY, IA",,"H",576,"H",5189,"G",23128,65,"SULLY","IA","JASPER"
"50252","SWAN, IA",,"G",13,"G",74,"G",267,4,"SWAN","IA","MARION"
"50254","THAYER, IA","A","D",0,"D",0,"D",0,3,"THAYER","IA","UNION"
"50256","TRACY, IA",,"G",12,"G",99,"G",376,5,"TRACY","IA","MARION"
"50257","TRURO, IA",,"H",86,"H",920,"H",4378,11,"TRURO","IA","MADISON"
"50258","UNION, IA","C","S",0,"H",1323,"H",4952,18,"UNION","IA","HARDIN"
"50259","GIFFORD, IA","A","D",0,"D",0,"D",0,2,"GIFFORD","IA","HARDIN"
"50261","VAN METER, IA",,"G",226,"G",2118,"G",9071,40,"VAN METER","IA","DALLAS"
"50262","VAN WERT, IA","A","D",0,"D",0,"D",0,3,"VAN WERT","IA","DECATUR"
"50263","WAUKEE, IA",,"G",3433,"G",22785,"G",101038,301,"WAUKEE","IA","DALLAS"
"50264","WELDON, IA","B","D",0,"D",0,"D",0,7,"WELDON","IA","DECATUR"
"50265","WEST DES MOINES, IA",,"G",11592,"G",98640,"G",422556,846,"WEST DES MOINES","IA","POLK"
"50266","WEST DES MOINES, IA",,"G",44977,"G",660742,"G",2450877,1544,"WEST DES MOINES","IA","POLK"
"50268","WHAT CHEER, IA",,"G",27,"G",84,"G",504,10,"WHAT CHEER","IA","KEOKUK"
"50271","WILLIAMS, IA",,"G",151,"G",734,"G",2870,21,"WILLIAMS","IA","HAMILTON"
"50272","WILLIAMSON, IA","A","D",0,"D",0,"D",0,1,"WILLIAMSON","IA","LUCAS"
"50273","WINTERSET, IA",,"G",1912,"G",12104,"G",55282,247,"WINTERSET","IA","MADISON"
"50274","WIOTA, IA",,"G",19,"G",122,"G",583,9,"WIOTA","IA","CASS"
"50275","WOODBURN, IA","A","D",0,"D",0,"D",0,1,"WOODBURN","IA","CLARKE"
"50276","WOODWARD, IA","E","D",0,"D",0,"D",0,32,"WOODWARD","IA","DALLAS"
"50277","YALE, IA",,"G",56,"G",399,"G",1546,12,"YALE","IA","GUTHRIE"
"50278","ZEARING, IA",,"G",58,"G",709,"G",2692,12,"ZEARING","IA","STORY"
"50301","DES MOINES, IA","C","S",0,"H",1703,"H",6830,18,"DES MOINES","IA","POLK"
